Sale_ID,Date,Market_ID,Product_Category,Orders,Customers,Revenue,Cost,Profit,Discount
S000631,2024-07-01,M003,IT Services,11,7,187549.25,133759.87,53789.38,11702.02
S000632,2024-08-01,M003,IT Services,10,7,148196.57,109684.13,38512.44,4185.28
S000633,2024-09-01,M003,IT Services,10,5,151945.87,107727.34,44218.53,5836.18
S000634,2024-10-01,M003,IT Services,13,7,223778.71,159939.36,63839.35,5092.85
S000635,2024-11-01,M003,IT Services,13,7,235722.47,168974.4,66748.07,4759.63
S000636,2024-12-01,M003,IT Services,14,10,248373.0,183086.0,65287.0,7560.5
S000637,2025-01-01,M003,IT Services,11,7,190236.8,133751.2,56485.6,7212.34
S000638,2025-02-01,M003,IT Services,11,8,171424.98,124258.54,47166.44,4626.18
S000639,2025-03-01,M003,IT Services,12,6,186747.22,139144.56,47602.66,7822.75
S000640,2025-04-01,M003,IT Services,13,7,226626.61,158582.73,68043.88,18048.52
S000641,2025-05-01,M003,IT Services,13,7,205791.43,148841.3,56950.13,13073.21
S000642,2025-06-01,M003,IT Services,14,8,247238.0,175037.62,72200.38,11880.88
S000643,2025-07-01,M003,IT Services,15,9,239142.93,178888.55,60254.38,18173.17
S000644,2025-08-01,M003,IT Services,13,9,193078.94,142640.97,50437.97,4654.22
S000645,2025-09-01,M003,IT Services,15,8,240961.66,176491.17,64470.49,18351.29
S000646,2025-10-01,M003,IT Services,15,8,238785.05,171570.86,67214.19,5257.36
S000647,2025-11-01,M003,IT Services,15,11,274406.67,193412.61,80994.06,23167.57
S000648,2025-12-01,M003,IT Services,13,8,189590.56,135120.58,54469.98,7962.17
S000649,2023-01-01,M004,Software,11,8,206744.13,150447.86,56296.27,18287.07
S000650,2023-02-01,M004,Software,11,6,204093.61,150179.18,53914.43,5442.55
S000651,2023-03-01,M004,Software,12,7,213070.47,156474.21,56596.26,10001.82
S000652,2023-04-01,M004,Software,12,8,247740.75,172693.63,75047.12,16112.54
S000653,2023-05-01,M004,Software,10,7,200334.2,149442.29,50891.91,5056.55
S000654,2023-06-01,M004,Software,11,6,226222.18,157636.38,68585.8,8051.12
S000655,2023-07-01,M004,Software,12,7,207090.0,149383.48,57706.52,15757.12
S000656,2023-08-01,M004,Software,11,8,200329.87,140415.7,59914.17,10981.31
S000657,2023-09-01,M004,Software,12,6,216666.28,157565.76,59100.52,4335.9
S000658,2023-10-01,M004,Software,11,7,208843.77,148712.61,60131.16,11608.3
S000659,2023-11-01,M004,Software,12,8,245719.18,175836.78,69882.4,5847.94
S000660,2023-12-01,M004,Software,12,7,224648.15,164214.54,60433.61,11933.17
S000661,2024-01-01,M004,Software,13,9,217270.37,160640.85,56629.52,7717.94
S000662,2024-02-01,M004,Software,12,9,246479.42,175325.5,71153.92,13935.69
S000663,2024-03-01,M004,Software,15,8,254080.49,178422.17,75658.32,17831.35
S000664,2024-04-01,M004,Software,14,8,265283.66,187038.94,78244.72,22579.66
S000665,2024-05-01,M004,Software,13,8,256313.09,188853.35,67459.74,7059.79
S000666,2024-06-01,M004,Software,13,10,259591.77,189275.8,70315.97,19222.81
S000667,2024-07-01,M004,Software,13,9,266537.13,187076.59,79460.54,14637.69
S000668,2024-08-01,M004,Software,14,7,285724.42,212615.82,73108.6,15373.47
S000669,2024-09-01,M004,Software,14,10,237963.75,173359.75,64604.0,16927.46
S000670,2024-10-01,M004,Software,13,8,245731.94,183503.21,62228.73,13585.96
S000671,2024-11-01,M004,Software,15,11,304823.94,225430.25,79393.69,11934.38
S000672,2024-12-01,M004,Software,18,14,328280.5,230388.01,97892.49,16050.35
S000673,2025-01-01,M004,Software,16,11,280721.75,206580.23,74141.52,22527.79
S000674,2025-02-01,M004,Software,16,12,304746.0,215105.98,89640.02,19409.8
S000675,2025-03-01,M004,Software,15,9,288385.23,217061.83,71323.4,18890.98
S000676,2025-04-01,M004,Software,17,11,328514.87,234278.04,94236.83,9224.16
S000677,2025-05-01,M004,Software,15,10,281518.08,206586.25,74931.83,13857.29
S000678,2025-06-01,M004,Software,17,12,297273.49,221361.16,75912.33,22765.6
S000679,2025-07-01,M004,Software,16,8,269663.52,197937.14,71726.38,9166.72
S000680,2025-08-01,M004,Software,17,10,297326.09,210754.74,86571.35,23416.43
S000681,2025-09-01,M004,Software,17,10,333049.94,231715.63,101334.31,25638.8
S000682,2025-10-01,M004,Software,16,12,312443.46,232986.12,79457.34,22486.21
S000683,2025-11-01,M004,Software,19,11,374858.26,278043.36,96814.9,15044.83
S000684,2025-12-01,M004,Software,19,14,340935.92,256111.79,84824.13,30107.23
S000685,2023-01-01,M004,Business Services,8,4,69324.14,50678.28,18645.86,5176.07
S000686,2023-02-01,M004,Business Services,9,6,91357.6,67246.3,24111.3,5968.78
S000687,2023-03-01,M004,Business Services,9,6,85118.59,63019.15,22099.44,7447.9
S000688,2023-04-01,M004,Business Services,7,4,67451.88,47554.83,19897.05,2169.63
S000689,2023-05-01,M004,Business Services,8,5,72513.14,52731.26,19781.88,2110.47
S000690,2023-06-01,M004,Business Services,8,4,70750.13,52099.08,18651.05,2181.68
S000691,2023-07-01,M004,Business Services,7,4,57500.97,43110.94,14390.03,3627.89
S000692,2023-08-01,M004,Business Services,9,6,84496.71,60439.24,24057.47,6327.3
S000693,2023-09-01,M004,Business Services,8,4,68109.64,47533.08,20576.56,3770.54
S000694,2023-10-01,M004,Business Services,9,6,74761.9,52862.04,21899.86,2611.79
S000695,2023-11-01,M004,Business Services,9,5,77323.52,57138.94,20184.58,4417.87
S000696,2023-12-01,M004,Business Services,11,8,113383.05,78725.05,34658.0,7576.9
S000697,2024-01-01,M004,Business Services,9,6,85327.45,62380.16,22947.29,7433.96
S000698,2024-02-01,M004,Business Services,10,6,101608.48,76257.09,25351.39,4776.75
S000699,2024-03-01,M004,Business Services,10,6,101505.06,75431.1,26073.96,4694.31
S000700,2024-04-01,M004,Business Services,10,6,81986.66,61301.17,20685.49,2744.57
S000701,2024-05-01,M004,Business Services,9,7,76289.74,57307.07,18982.67,4398.73
S000702,2024-06-01,M004,Business Services,8,4,76866.03,56897.38,19968.65,6191.29
S000703,2024-07-01,M004,Business Services,9,5,83789.52,61666.12,22123.4,7401.6
S000704,2024-08-01,M004,Business Services,11,7,112358.84,82989.75,29369.09,3456.47
S000705,2024-09-01,M004,Business Services,10,6,82969.22,57834.2,25135.02,6272.06
S000706,2024-10-01,M004,Business Services,11,7,94734.23,67196.78,27537.45,4467.88
S000707,2024-11-01,M004,Business Services,12,7,97656.06,71698.88,25957.18,5609.21
S000708,2024-12-01,M004,Business Services,12,8,117610.94,85730.9,31880.04,8122.42
S000709,2025-01-01,M004,Business Services,9,7,75049.24,55612.5,19436.74,3084.11
S000710,2025-02-01,M004,Business Services,9,6,81762.94,58665.47,23097.47,5416.85
S000711,2025-03-01,M004,Business Services,12,8,100882.3,72358.79,28523.51,7649.29
S000712,2025-04-01,M004,Business Services,11,8,92665.87,68057.28,24608.59,7783.18
S000713,2025-05-01,M004,Business Services,12,8,107274.52,80538.27,26736.25,6302.02
S000714,2025-06-01,M004,Business Services,11,6,89224.49,65098.12,24126.37,5139.39
S000715,2025-07-01,M004,Business Services,13,8,127187.68,95138.01,32049.67,5605.11
S000716,2025-08-01,M004,Business Services,11,7,101785.68,71601.88,30183.8,3608.83
S000717,2025-09-01,M004,Business Services,13,7,110604.72,82044.33,28560.39,8810.5
S000718,2025-10-01,M004,Business Services,14,10,144720.86,104412.61,40308.25,8462.77
S000719,2025-11-01,M004,Business Services,12,6,99851.46,73624.01,26227.45,5402.3
S000720,2025-12-01,M004,Business Services,13,7,124472.58,87106.25,37366.33,7887.34
S000721,2023-01-01,M004,Consulting,11,7,289873.54,206430.7,83442.84,17650.95
S000722,2023-02-01,M004,Consulting,12,7,293724.99,211334.67,82390.32,5973.85
S000723,2023-03-01,M004,Consulting,12,7,325486.22,234339.48,91146.74,25650.82
S000724,2023-04-01,M004,Consulting,11,8,307854.65,222138.96,85715.69,13887.91
S000725,2023-05-01,M004,Consulting,11,7,259584.2,189547.78,70036.42,20487.82
S000726,2023-06-01,M004,Consulting,14,8,362129.08,256964.65,105164.43,29710.34
S000727,2023-07-01,M004,Consulting,11,6,248780.83,180174.71,68606.12,5518.85
S000728,2023-08-01,M004,Consulting,13,8,340440.45,254710.13,85730.32,19953.75
S000729,2023-09-01,M004,Consulting,13,10,330858.45,244938.43,85920.02,15089.56
S000730,2023-10-01,M004,Consulting,13,9,352074.68,250416.62,101658.06,18494.16
S000731,2023-11-01,M004,Consulting,14,9,358939.64,263304.02,95635.62,28484.99
S000732,2023-12-01,M004,Consulting,16,11,376584.36,272891.18,103693.18,19294.46
S000733,2024-01-01,M004,Consulting,12,9,319456.0,240187.51,79268.49,22845.7
S000734,2024-02-01,M004,Consulting,14,8,334146.67,241607.6,92539.07,8153.27
S000735,2024-03-01,M004,Consulting,15,8,356885.07,267044.09,89840.98,16162.47
S000736,2024-04-01,M004,Consulting,14,9,319063.28,240138.32,78924.96,13619.21
S000737,2024-05-01,M004,Consulting,15,10,415279.42,308923.18,106356.24,15960.07
S000738,2024-06-01,M004,Consulting,15,8,398782.06,285415.42,113366.64,26213.36
S000739,2024-07-01,M004,Consulting,16,10,397632.88,297522.66,100110.22,22325.51
S000740,2024-08-01,M004,Consulting,14,10,357600.39,258447.32,99153.07,22276.63
S000741,2024-09-01,M004,Consulting,15,8,353025.55,246561.97,106463.58,22961.98
S000742,2024-10-01,M004,Consulting,15,8,371458.4,273704.72,97753.68,10506.0
S000743,2024-11-01,M004,Consulting,15,11,405023.97,292707.18,112316.79,21675.68
S000744,2024-12-01,M004,Consulting,16,9,443336.5,308183.93,135152.57,10205.65
S000745,2025-01-01,M004,Consulting,16,9,422954.04,294440.07,128513.97,25402.13
S000746,2025-02-01,M004,Consulting,14,8,330753.28,248493.05,82260.23,20491.83
S000747,2025-03-01,M004,Consulting,18,9,485949.07,356445.93,129503.14,19361.1
S000748,2025-04-01,M004,Consulting,15,9,430572.73,321137.57,109435.16,13752.35
S000749,2025-05-01,M004,Consulting,19,13,521860.66,387756.66,134104.0,17081.49
S000750,2025-06-01,M004,Consulting,18,11,486471.01,347515.57,138955.44,25171.43
S000751,2025-07-01,M004,Consulting,18,10,448364.46,313996.0,134368.46,15318.1
S000752,2025-08-01,M004,Consulting,20,13,502474.38,353125.76,149348.62,13436.62
S000753,2025-09-01,M004,Consulting,18,12,409391.61,303290.44,106101.17,22611.95
S000754,2025-10-01,M004,Consulting,17,11,396347.44,289336.99,107010.45,30885.98
S000755,2025-11-01,M004,Consulting,22,16,584269.36,423666.95,160602.41,26833.4
S000756,2025-12-01,M004,Consulting,17,11,406882.91,301881.9,105001.01,30625.63
S000757,2023-01-01,M004,Digital Solutions,9,6,137388.49,101063.31,36325.18,3687.53
S000758,2023-02-01,M004,Digital Solutions,8,5,107310.36,79983.05,27327.31,4274.03
S000759,2023-03-01,M004,Digital Solutions,11,7,145877.31,107416.6,38460.71,10978.66
S000760,2023-04-01,M004,Digital Solutions,9,5,113626.61,83296.57,30330.04,7742.93
S000761,2023-05-01,M004,Digital Solutions,8,5,105133.8,77051.99,28081.81,3969.25
S000762,2023-06-01,M004,Digital Solutions,10,6,138797.54,98592.56,40204.98,9388.6
S000763,2023-07-01,M004,Digital Solutions,10,6,153432.59,110893.11,42539.48,7044.84
S000764,2023-08-01,M004,Digital Solutions,10,6,136732.86,97690.35,39042.51,9487.16
S000765,2023-09-01,M004,Digital Solutions,10,7,149074.9,110116.99,38957.91,7641.82
S000766,2023-10-01,M004,Digital Solutions,11,6,146856.64,105418.64,41438.0,6416.26
S000767,2023-11-01,M004,Digital Solutions,11,7,165811.41,116639.09,49172.32,14511.8
S000768,2023-12-01,M004,Digital Solutions,9,5,117977.85,88406.9,29570.95,5955.1
S000769,2024-01-01,M004,Digital Solutions,9,5,115921.25,80688.76,35232.49,5437.03
S000770,2024-02-01,M004,Digital Solutions,12,8,173082.23,127474.43,45607.8,10700.48
S000771,2024-03-01,M004,Digital Solutions,13,9,192933.25,138938.63,53994.62,6582.79
S000772,2024-04-01,M004,Digital Solutions,11,8,149611.25,104101.99,45509.26,9270.82
S000773,2024-05-01,M004,Digital Solutions,11,6,145125.09,101001.79,44123.3,5333.05
S000774,2024-06-01,M004,Digital Solutions,9,5,144799.74,107235.85,37563.89,6475.29
S000775,2024-07-01,M004,Digital Solutions,11,7,158533.09,116999.88,41533.21,3932.13
S000776,2024-08-01,M004,Digital Solutions,10,6,155041.77,116079.86,38961.91,6878.69
S000777,2024-09-01,M004,Digital Solutions,13,8,191389.54,135019.87,56369.67,16283.42
S000778,2024-10-01,M004,Digital Solutions,13,7,182324.63,127661.5,54663.13,4570.33
S000779,2024-11-01,M004,Digital Solutions,12,9,184923.57,138915.06,46008.51,15039.45
S000780,2024-12-01,M004,Digital Solutions,14,9,210415.4,158182.58,52232.82,12503.26
S000781,2025-01-01,M004,Digital Solutions,13,9,207536.36,149702.39,57833.97,10843.86
S000782,2025-02-01,M004,Digital Solutions,12,6,156083.27,108923.22,47160.05,10044.95
S000783,2025-03-01,M004,Digital Solutions,15,10,201071.33,143312.35,57758.98,17469.32
S000784,2025-04-01,M004,Digital Solutions,12,6,186151.44,131924.68,54226.76,4935.0
S000785,2025-05-01,M004,Digital Solutions,13,9,167259.31,125391.59,41867.72,8924.77
S000786,2025-06-01,M004,Digital Solutions,12,9,162501.18,121977.79,40523.39,11020.43
S000787,2025-07-01,M004,Digital Solutions,15,10,199482.49,147203.26,52279.23,16176.43
S000788,2025-08-01,M004,Digital Solutions,12,7,161687.21,118179.74,43507.47,4999.32
S000789,2025-09-01,M004,Digital Solutions,12,9,179584.11,131743.88,47840.23,11308.03
S000790,2025-10-01,M004,Digital Solutions,16,10,203966.74,147414.42,56552.32,12941.02
S000791,2025-11-01,M004,Digital Solutions,15,11,236092.49,176107.56,59984.93,12833.13
S000792,2025-12-01,M004,Digital Solutions,17,13,230875.86,163258.22,67617.64,13937.18
S000793,2023-01-01,M004,SaaS,7,4,86956.13,62951.76,24004.37,4135.65
S000794,2023-02-01,M004,SaaS,7,4,96106.65,70705.15,25401.5,5017.24
S000795,2023-03-01,M004,SaaS,8,4,91458.06,66641.88,24816.18,3912.62
S000796,2023-04-01,M004,SaaS,7,4,87119.83,61683.31,25436.52,4616.84
S000797,2023-05-01,M004,SaaS,7,4,86074.17,60805.54,25268.63,5943.41
S000798,2023-06-01,M004,SaaS,7,5,81472.22,57404.78,24067.44,2377.34
S000799,2023-07-01,M004,SaaS,7,4,77697.26,55164.82,22532.44,2836.44
S000800,2023-08-01,M004,SaaS,7,4,78662.72,59103.15,19559.57,2396.72
S000801,2023-09-01,M004,SaaS,8,4,98390.35,74140.45,24249.9,7817.83
S000802,2023-10-01,M004,SaaS,8,5,105247.99,74915.74,30332.25,6246.44
S000803,2023-11-01,M004,SaaS,8,5,102973.04,71813.62,31159.42,7925.55
S000804,2023-12-01,M004,SaaS,8,5,97196.52,69386.59,27809.93,4399.83
S000805,2024-01-01,M004,SaaS,8,6,92585.16,64345.77,28239.39,2637.44
S000806,2024-02-01,M004,SaaS,9,7,102571.87,74708.6,27863.27,6712.22
S000807,2024-03-01,M004,SaaS,8,5,94922.62,69691.39,25231.23,5137.65
S000808,2024-04-01,M004,SaaS,9,6,107488.92,76423.7,31065.22,6902.92
S000809,2024-05-01,M004,SaaS,7,4,92562.06,66093.32,26468.74,5941.48
S000810,2024-06-01,M004,SaaS,8,6,88112.26,61988.73,26123.53,3169.86
S000811,2024-07-01,M004,SaaS,8,4,92819.34,67988.19,24831.15,3618.78
S000812,2024-08-01,M004,SaaS,8,6,95115.96,69340.98,25774.98,8330.9
S000813,2024-09-01,M004,SaaS,8,4,86954.43,64125.97,22828.46,5768.69
S000814,2024-10-01,M004,SaaS,11,7,121442.14,85472.75,35969.39,3304.52
S000815,2024-11-01,M004,SaaS,8,6,99562.41,69233.9,30328.51,4758.17
S000816,2024-12-01,M004,SaaS,11,6,127460.92,89619.87,37841.05,8391.81
S000817,2025-01-01,M004,SaaS,10,6,115421.9,82047.72,33374.18,7370.11
S000818,2025-02-01,M004,SaaS,8,6,87085.71,63887.2,23198.51,6986.52
S000819,2025-03-01,M004,SaaS,10,6,137249.45,99675.36,37574.09,5362.2
S000820,2025-04-01,M004,SaaS,9,7,116035.82,81738.21,34297.61,7174.6
S000821,2025-05-01,M004,SaaS,10,7,124919.53,90592.59,34326.94,8090.66
S000822,2025-06-01,M004,SaaS,9,5,111771.04,82943.33,28827.71,5692.52
S000823,2025-07-01,M004,SaaS,10,6,117107.19,81249.62,35857.57,9026.22
S000824,2025-08-01,M004,SaaS,11,6,134283.53,93232.92,41050.61,11353.16
S000825,2025-09-01,M004,SaaS,12,8,129928.77,93500.14,36428.63,5262.71
S000826,2025-10-01,M004,SaaS,10,5,119209.32,85652.39,33556.93,7061.82
S000827,2025-11-01,M004,SaaS,11,6,143124.89,102646.79,40478.1,6653.17
S000828,2025-12-01,M004,SaaS,11,7,126705.54,93720.58,32984.96,10604.85
S000829,2023-01-01,M004,IT Services,11,6,191088.78,141850.65,49238.13,9344.87
S000830,2023-02-01,M004,IT Services,12,7,186700.57,136667.35,50033.22,11807.14
S000831,2023-03-01,M004,IT Services,11,7,166662.74,115824.56,50838.18,3912.28
S000832,2023-04-01,M004,IT Services,11,6,162900.03,115651.15,47248.88,11413.38
S000833,2023-05-01,M004,IT Services,12,7,180032.82,130238.4,49794.42,7909.54
S000834,2023-06-01,M004,IT Services,11,8,202310.39,145991.44,56318.95,15254.15
S000835,2023-07-01,M004,IT Services,11,8,200272.34,139622.33,60650.01,14879.37
S000836,2023-08-01,M004,IT Services,10,6,151687.69,112899.99,38787.7,11711.44
S000837,2023-09-01,M004,IT Services,13,7,227143.57,160985.22,66158.35,16805.39
S000838,2023-10-01,M004,IT Services,13,9,188942.54,136312.61,52629.93,13976.03
S000839,2023-11-01,M004,IT Services,13,10,211786.93,155597.01,56189.92,8862.79
S000840,2023-12-01,M004,IT Services,13,9,189393.67,142053.82,47339.85,10694.08
S000841,2024-01-01,M004,IT Services,11,7,167143.84,124865.0,42278.84,13447.73
S000842,2024-02-01,M004,IT Services,11,6,186247.99,132845.25,53402.74,5906.9
S000843,2024-03-01,M004,IT Services,13,7,228235.48,158472.06,69763.42,5235.62
S000844,2024-04-01,M004,IT Services,14,9,234987.89,168271.05,66716.84,6171.63
S000845,2024-05-01,M004,IT Services,12,6,202494.95,151800.53,50694.42,18181.64
S000846,2024-06-01,M004,IT Services,14,7,237696.19,174915.8,62780.39,17922.92
S000847,2024-07-01,M004,IT Services,12,7,219920.43,162986.05,56934.38,16047.34
S000848,2024-08-01,M004,IT Services,15,9,227577.92,167305.05,60272.87,10257.33
S000849,2024-09-01,M004,IT Services,12,9,196094.5,141197.84,54896.66,7967.32
S000850,2024-10-01,M004,IT Services,16,9,242344.11,173193.61,69150.5,17271.42
S000851,2024-11-01,M004,IT Services,14,10,252810.54,183811.27,68999.27,6275.1
S000852,2024-12-01,M004,IT Services,14,8,216347.56,154867.37,61480.19,4337.85
S000853,2025-01-01,M004,IT Services,15,9,227132.06,157839.34,69292.72,18165.58
S000854,2025-02-01,M004,IT Services,16,9,276544.23,202789.16,73755.07,15964.06
S000855,2025-03-01,M004,IT Services,16,10,262243.15,190621.42,71621.73,16498.44
S000856,2025-04-01,M004,IT Services,14,9,207785.99,150684.74,57101.25,5125.58
S000857,2025-05-01,M004,IT Services,17,9,304197.51,214740.55,89456.96,16419.34
S000858,2025-06-01,M004,IT Services,14,9,248432.77,182169.61,66263.16,14112.84
S000859,2025-07-01,M004,IT Services,17,10,269712.07,196932.21,72779.86,6732.33
S000860,2025-08-01,M004,IT Services,18,10,294581.2,220106.96,74474.24,7540.39
S000861,2025-09-01,M004,IT Services,18,10,299377.43,224561.4,74816.03,14704.44
S000862,2025-10-01,M004,IT Services,17,12,300807.72,213497.96,87309.76,6872.17
S000863,2025-11-01,M004,IT Services,16,10,290854.62,218558.4,72296.22,7794.42
S000864,2025-12-01,M004,IT Services,20,13,303156.83,219901.33,83255.5,11342.13
S000865,2023-01-01,M005,Software,41,30,740801.56,482358.75,258442.81,47932.6
S000866,2023-02-01,M005,Software,44,29,844517.99,589278.85,255239.14,26751.5
S000867,2023-03-01,M005,Software,45,29,797346.36,521696.22,275650.14,71673.74
S000868,2023-04-01,M005,Software,45,28,792818.89,558372.66,234446.23,33873.81
S000869,2023-05-01,M005,Software,45,33,816194.08,561828.88,254365.2,51084.72
S000870,2023-06-01,M005,Software,48,28,942992.98,660442.88,282550.1,35632.16
S000871,2023-07-01,M005,Software,54,35,971293.01,668617.51,302675.5,86257.57
S000872,2023-08-01,M005,Software,49,33,1012847.35,671427.14,341420.21,41550.42
S000873,2023-09-01,M005,Software,43,32,700799.22,486436.23,214362.99,47850.81
S000874,2023-10-01,M005,Software,48,33,897765.79,628755.07,269010.72,27678.15
S000875,2023-11-01,M005,Software,45,28,757027.66,504804.95,252222.71,45990.11
S000876,2023-12-01,M005,Software,48,36,797451.51,533325.92,264125.59,67186.67
S000877,2024-01-01,M005,Software,52,38,1027939.58,673479.44,354460.14,79973.05
S000878,2024-02-01,M005,Software,52,36,1054791.42,717800.19,336991.23,43275.48
S000879,2024-03-01,M005,Software,57,39,943529.45,611553.67,331975.78,69786.37
S000880,2024-04-01,M005,Software,47,35,849494.34,591987.01,257507.33,68711.4
S000881,2024-05-01,M005,Software,45,32,850966.08,549286.74,301679.34,63328.3
S000882,2024-06-01,M005,Software,48,30,786495.37,532611.35,253884.02,23964.99
S000883,2024-07-01,M005,Software,50,30,821366.96,565671.08,255695.88,39016.4
S000884,2024-08-01,M005,Software,49,34,905092.82,595664.34,309428.48,36461.49
S000885,2024-09-01,M005,Software,49,28,812001.2,551419.0,260582.2,19042.87
S000886,2024-10-01,M005,Software,53,30,978284.81,676219.33,302065.48,28493.78
S000887,2024-11-01,M005,Software,49,33,901373.37,616480.71,284892.66,30400.58
S000888,2024-12-01,M005,Software,58,42,1003870.16,651610.75,352259.41,74661.87
S000889,2025-01-01,M005,Software,49,38,813555.62,557370.9,256184.72,40391.28
S000890,2025-02-01,M005,Software,50,31,943622.36,609818.22,333804.14,39006.82
S000891,2025-03-01,M005,Software,65,45,1342621.56,901345.63,441275.93,40556.96
S000892,2025-04-01,M005,Software,45,33,769436.26,513390.38,256045.88,56200.67
S000893,2025-05-01,M005,Software,58,33,953834.42,669340.38,284494.04,80952.96
S000894,2025-06-01,M005,Software,59,44,959446.19,658590.45,300855.74,26662.49
S000895,2025-07-01,M005,Software,53,29,908448.78,615092.8,293355.98,31128.99
S000896,2025-08-01,M005,Software,54,33,992175.4,683207.43,308967.97,29660.41
S000897,2025-09-01,M005,Software,57,31,1072940.77,734547.81,338392.96,24724.57
S000898,2025-10-01,M005,Software,53,32,1046821.46,713804.4,333017.06,24826.38
S000899,2025-11-01,M005,Software,62,34,1112832.0,735669.45,377162.55,88632.4
S000900,2025-12-01,M005,Software,62,47,1009722.85,703619.94,306102.91,66095.23
S000901,2023-01-01,M005,Business Services,34,27,283019.68,187847.9,95171.78,22832.36
S000902,2023-02-01,M005,Business Services,36,21,332152.72,223299.36,108853.36,28181.33
S000903,2023-03-01,M005,Business Services,33,20,306609.09,203838.07,102771.02,14575.58
S000904,2023-04-01,M005,Business Services,32,20,284537.74,194144.04,90393.7,10395.4
S000905,2023-05-01,M005,Business Services,42,28,416923.88,284486.98,132436.9,33982.39
S000906,2023-06-01,M005,Business Services,41,30,334818.23,227039.02,107779.21,13263.35
S000907,2023-07-01,M005,Business Services,33,25,316077.18,205471.57,110605.61,14778.03
S000908,2023-08-01,M005,Business Services,42,29,399312.07,262925.31,136386.76,14704.77
S000909,2023-09-01,M005,Business Services,33,26,334847.85,222525.51,112322.34,19406.56
S000910,2023-10-01,M005,Business Services,37,21,344767.71,238857.24,105910.47,27712.82
S000911,2023-11-01,M005,Business Services,38,27,352585.37,230208.33,122377.04,31626.2
S000912,2023-12-01,M005,Business Services,47,27,479367.92,335474.48,143893.44,20241.18
S000913,2024-01-01,M005,Business Services,38,29,317922.11,211054.45,106867.66,25934.39
S000914,2024-02-01,M005,Business Services,41,30,413292.17,276757.96,136534.21,20163.54
S000915,2024-03-01,M005,Business Services,41,32,414583.5,290538.04,124045.46,16237.47
S000916,2024-04-01,M005,Business Services,42,24,357658.54,246979.98,110678.56,22474.8
S000917,2024-05-01,M005,Business Services,36,24,310303.82,204406.73,105897.09,21136.8
S000918,2024-06-01,M005,Business Services,37,26,339377.13,229059.02,110318.11,21153.32
S000919,2024-07-01,M005,Business Services,42,27,420726.23,283690.12,137036.11,12464.39
S000920,2024-08-01,M005,Business Services,36,20,353527.65,228273.11,125254.54,13748.73
S000921,2024-09-01,M005,Business Services,38,27,392294.81,270788.0,121506.81,9662.04
S000922,2024-10-01,M005,Business Services,48,38,482449.93,325266.09,157183.84,20621.21
S000923,2024-11-01,M005,Business Services,43,26,387470.86,250813.6,136657.26,27693.79
S000924,2024-12-01,M005,Business Services,42,26,397987.21,274351.72,123635.49,24502.64
S000925,2025-01-01,M005,Business Services,41,31,404693.36,273588.47,131104.89,20887.31
S000926,2025-02-01,M005,Business Services,45,25,465328.43,314525.8,150802.63,22192.81
S000927,2025-03-01,M005,Business Services,47,32,435280.4,297139.34,138141.06,10207.62
S000928,2025-04-01,M005,Business Services,38,24,333839.38,231837.18,102002.2,17457.9
S000929,2025-05-01,M005,Business Services,40,28,328909.2,222282.82,106626.38,9853.06
S000930,2025-06-01,M005,Business Services,46,30,447393.94,291517.55,155876.39,33335.85
S000931,2025-07-01,M005,Business Services,47,34,395008.68,264503.17,130505.51,20367.44
S000932,2025-08-01,M005,Business Services,38,26,368730.24,242224.76,126505.48,19110.49
S000933,2025-09-01,M005,Business Services,39,28,395503.51,273921.45,121582.06,27798.45
S000934,2025-10-01,M005,Business Services,41,23,373557.0,249004.36,124552.64,21168.43
S000935,2025-11-01,M005,Business Services,44,32,407054.98,285665.17,121389.81,18931.11
S000936,2025-12-01,M005,Business Services,45,33,456865.59,310088.15,146777.44,30229.48
S000937,2023-01-01,M005,Consulting,37,22,997160.98,668072.83,329088.15,41547.99
S000938,2023-02-01,M005,Consulting,36,23,950951.89,619881.07,331070.82,27777.28
S000939,2023-03-01,M005,Consulting,33,23,794704.14,534294.34,260409.8,63479.99
S000940,2023-04-01,M005,Consulting,34,18,952574.37,627815.76,324758.61,58316.95
S000941,2023-05-01,M005,Consulting,34,22,781873.54,532304.3,249569.24,29030.9
S000942,2023-06-01,M005,Consulting,35,24,909463.77,631454.47,278009.3,21303.57
S000943,2023-07-01,M005,Consulting,31,22,704614.7,490432.8,214181.9,46990.58
S000944,2023-08-01,M005,Consulting,38,23,1073591.37,695410.09,378181.28,52806.72
S000945,2023-09-01,M005,Consulting,32,22,842217.95,578006.45,264211.5,51920.91
S000946,2023-10-01,M005,Consulting,41,24,1039180.32,706162.49,333017.83,88541.89
S000947,2023-11-01,M005,Consulting,33,20,818517.44,546390.15,272127.29,20247.39
S000948,2023-12-01,M005,Consulting,38,26,924547.77,603612.04,320935.73,63445.58
S000949,2024-01-01,M005,Consulting,33,22,850708.28,584053.57,266654.71,53461.71
S000950,2024-02-01,M005,Consulting,32,23,845795.72,595466.71,250329.01,45551.52
S000951,2024-03-01,M005,Consulting,41,32,1175233.85,778041.52,397192.33,73592.11
S000952,2024-04-01,M005,Consulting,34,23,976442.67,650341.28,326101.39,28394.87
S000953,2024-05-01,M005,Consulting,37,25,978617.07,659930.68,318686.39,31896.56
S000954,2024-06-01,M005,Consulting,38,27,1087573.69,701370.68,386203.01,23577.59
S000955,2024-07-01,M005,Consulting,38,22,1056416.57,731857.79,324558.78,95002.58
